mackada01,Chicago Blackhawks,CHI
mackami01,Chicago Blackhawks,CHI
mackami01,Vancouver Maroons,VMR
mackami01,Vancouver Maroons,VAM
mackami01,Chicago Black Hawks,CHI
mackami01,Pittsburgh Pirates,PIP
mackami01,Boston Bruins,BOS
mackami01,Vancouver Millionaires,VML
mackamu01,Montreal Canadiens,MTL
mackeaa01,Colorado Avalanche,COL
mackeal01,Chicago Cougars,CHC
mackeba01,Minnesota North Stars,MNS
mackebi01,New York Rangers,NYR
mackebi01,Chicago Black Hawks,CHI
mackebi01,Montreal Canadiens,MTL
mackebi01,Montreal Maroons,MTM
mackebi01,Chicago Blackhawks,CHI
mackeda01,St. Louis Blues,STL
mackeda01,Chicago Black Hawks,CHI
mackeda01,Chicago Blackhawks,CHI
mackeda01,Minnesota North Stars,MNS
mackede01,Atlanta Thrashers,ATL
mackede01,Columbus Blue Jackets,CBS
mackefl01,Boston Bruins,BOS
mackefl01,Toronto Maple Leafs,TOR
mackeja01,Ottawa Senators,OTS
mackere01,New York Rangers,NYR
mackere01,Vancouver Maroons,VMR
mackere01,Calgary Tigers,CAT
mackesh01,New Jersey Devils,NJD
mackiho01,Detroit Red Wings,DET
mackipa01,Winnipeg Jets,WIJ
mackipa01,Washington Capitals,WAS
maclebr01,Los Angeles Kings,LAK
maclebr01,Calgary Flames,CAL
maclebr01,New York Rangers,NYR
maclebr01,Detroit Red Wings,DET
maclebr01,Minnesota North Stars,MNS
maclebr02,Winnipeg Jets,WPG
maclebr02,Phoenix Coyotes,PHO
macledo01,Detroit Red Wings,DET
macledo01,Phoenix Coyotes,PHO
macledo01,Columbus Blue Jackets,CBS
macledo01,Toronto Maple Leafs,TOR
macledo01,Los Angeles Kings,LAK
maclejo01,Dallas Stars,DAL
maclejo01,New Jersey Devils,NJD
maclejo01,San Jose Sharks,SJS
maclejo01,New York Rangers,NYR
maclepa01,Winnipeg Jets,WIN
maclepa01,St. Louis Blues,STL
maclepa01,Detroit Red Wings,DET
maclepa02,Dallas Stars,DAL
maclepa02,San Jose Sharks,SJS
maclepa02,Minnesota North Stars,MNS
macleri01,Pittsburgh Penguins,PIT
macleri01,Philadelphia Flyers,PHI
macleri01,Detroit Red Wings,DET
macleri01,Hartford Whalers,HAR
macmibi01,New York Islanders,NYI
macmibi01,Atlanta Flames,ATF
macmibi01,Toronto Maple Leafs,TOR
macmibo01,Minnesota Fighting Saints,MFS
macmibo01,St. Louis Blues,STL
macmibo01,Atlanta Flames,ATF
macmibo01,New Jersey Devils,NJD
macmibo01,New York Rangers,NYR
macmibo01,Calgary Flames,CAL
macmibo01,Colorado Rockies,COR
macmibo01,Chicago Blackhawks,CHI
macmibo01,Chicago Black Hawks,CHI
macmije01,Dallas Stars,DAL
macmijo01,Toronto Maple Leafs,TOR
macmijo01,Detroit Red Wings,DET
macneal01,Chicago Black Hawks,CHI
macneal01,Toronto Maple Leafs,TOR
macneal01,Pittsburgh Penguins,PIT
macneal01,Chicago Blackhawks,CHI
macneal01,New York Rangers,NYR
macneal01,Montreal Canadiens,MTL
macnebe01,Cincinnati Stingers,CIN
macnebe01,Los Angeles Sharks,LAS
macnebe01,St. Louis Blues,STL
macneia01,Philadelphia Flyers,PHI
macouja01,Toronto Maple Leafs,TOR
macouja01,Detroit Red Wings,DET
macouja01,Calgary Flames,CAL
macphbu01,Montreal Canadiens,MTL
macswra01,Vancouver Blazers,VAB
macswra01,Philadelphia Flyers,PHI
macswra01,Los Angeles Sharks,LAS
mactacr01,Boston Bruins,BOS
mactacr01,Edmonton Oilers,EDM
mactacr01,St. Louis Blues,STL
mactacr01,New York Rangers,NYR
mactacr01,Philadelphia Flyers,PHI
macwimi01,New York Islanders,NYI
maddejo01,Florida Panthers,FLO
maddejo01,Minnesota Wild,MIN
maddejo01,New Jersey Devils,NJD
maddejo01,Chicago Black Hawks,CHI
maddejo01,Chicago Blackhawks,CHI
madelda01,Ottawa Senators,OTT
madigco01,St. Louis Blues,STL
madilje01,New Jersey Devils,NJD
mageede01,Indianapolis Racers,IND
mageede01,Minnesota North Stars,MNS
maggsda01,Chicago Cougars,CHC
maggsda01,Cincinnati Stingers,CIN
maggsda01,Chicago Black Hawks,CHI
maggsda01,California Golden Seals,CLF
maggsda01,Toronto Maple Leafs,TOR
maggsda01,Chicago Blackhawks,CHI
maggsda01,Indianapolis Racers,IND
maggsda01,Denver Spurs/Ottawa Civics,DOT
magnama01,Toronto Maple Leafs,TOR
magnaol01,New Jersey Devils,NJD
magnuke01,Chicago Black Hawks,CHI
magnuke01,Chicago Blackhawks,CHI
maguike01,Buffalo Sabres,BUF
maguike01,Philadelphia Flyers,PHI
maguike01,Toronto Maple Leafs,TOR
mahafjo01,New York Rangers,NYR
mahafjo01,Montreal Canadiens,MTL
mahovfr01,Toronto Toros,TOT
mahovfr01,Detroit Red Wings,DET
mahovfr01,Montreal Canadiens,MTL
mahovfr01,Birmingham Bulls,BIR
mahovfr01,Toronto Maple Leafs,TOR
mahovpe01,Detroit Red Wings,DET
mahovpe01,Pittsburgh Penguins,PIT
mahovpe01,Montreal Canadiens,MTL
mailhja01,Quebec Nordiques,QUE
maillfr01,Montreal Canadiens,MTL
mairad01,Toronto Maple Leafs,TOR
mairad01,New Jersey Devils,NJD
mairad01,Los Angeles Kings,LAK
mairad01,Buffalo Sabres,BUF
mairji01,New York Islanders,NYI
mairji01,Vancouver Canucks,VAN
mairji01,Philadelphia Flyers,PHI
majeafe01,Montreal Canadiens,MTL
majesiv01,Washington Capitals,WAS
majesiv01,Atlanta Thrashers,ATL
majesiv01,Florida Panthers,FLO
major01,Montreal Canadiens,MOC
majorbr01,Quebec Nordiques,QUE
majorma01,Detroit Red Wings,DET
makarni01,Soviet All Stars,SOV
makarse01,Calgary Flames,CAL
makarse01,San Jose Sharks,SJS
makarse01,Dallas Stars,DAL
makelmi01,Boston Bruins,BOS
makelmi01,New York Islanders,NYI
makelmi01,Buffalo Sabres,BUF
makelmi01,Los Angeles Kings,LAK
makich01,Chicago Blackhawks,CHI
makich01,Chicago Black Hawks,CHI
makito01,Calgary Flames,CAL
makiwa01,Chicago Black Hawks,CHI
makiwa01,St. Louis Blues,STL
makiwa01,Chicago Blackhawks,CHI
makiwa01,Vancouver Canucks,VAN
makkoka01,Edmonton Oilers,EDM
malakvl01,Montreal Canadiens,MTL
malakvl01,New York Islanders,NYI
malakvl01,New Jersey Devils,NJD
malakvl01,New York Rangers,NYR
malakvl01,Philadelphia Flyers,PHI
malarcl01,Buffalo Sabres,BUF
malarcl01,Quebec Nordiques,QUE
malarcl01,Washington Capitals,WAS
malecto01,Carolina Hurricanes,CAR
malecto01,Ottawa Senators,OTT
maleyda01,New Jersey Devils,NJD
maleyda01,New York Islanders,NYI
maleyda01,Edmonton Oilers,EDM
maleyda01,San Jose Sharks,SJS
maleyda01,Montreal Canadiens,MTL
malgust01,Winnipeg Jets,WIN
malgust01,Philadelphia Flyers,PHI
malgust01,Washington Capitals,WAS
malgust01,Calgary Flames,CAL
malhoma01,New York Rangers,NYR
malhoma01,Columbus Blue Jackets,CBS
malhoma01,Vancouver Canucks,VAN
malhoma01,San Jose Sharks,SJS
malhoma01,Dallas Stars,DAL
malikma01,New York Rangers,NYR
malikma01,Carolina Hurricanes,CAR
malikma01,Tampa Bay Lightning,TBL
malikma01,Hartford Whalers,HAR
malikma01,Vancouver Canucks,VAN
malinme01,New Jersey Devils,NJD
malinme01,Colorado Rockies,COR
malinme01,Hartford Whalers,HAR
malkiev01,Pittsburgh Penguins,PIT
malkode01,New York Islanders,NYI
malkode01,Vancouver Canucks,VAN
malkode01,Boston Bruins,BOS
malleke01,Spokane Canaries,SPO
malleke01,Ottawa Senators,OT1
malleke01,Quebec Bulldogs,QU1
malleke01,Vancouver Millionaires,VML
malleke01,New Westminster Royals,NWR
malleke01,Victoria Aristocrats,VA1
malletr01,Edmonton Oilers,EDM
malletr01,New Jersey Devils,NJD
malletr01,New York Rangers,NYR
malletr01,Tampa Bay Lightning,TBL
malletr01,Boston Bruins,BOS
malletr01,Ottawa Senators,OTT
malmiol01,New Jersey Devils,NJD
malonbr01,Colorado Avalanche,COL
maloncl01,Montreal Canadiens,MTL
malonda01,Toronto Maple Leafs,TOR
malonda01,Detroit Red Wings,DET
malonda01,Chicago Black Hawks,CHI
malonda01,Los Angeles Kings,LAK
malonda01,Chicago Blackhawks,CHI
malonda02,Buffalo Sabres,BUF
malonda02,New York Rangers,NYR
malondo01,New York Rangers,NYR
malondo01,New York Islanders,NYI
malondo01,Hartford Whalers,HAR
malonfo01,Toronto Blueshirts,TBS
malongr01,Pittsburgh Penguins,PIT
malongr01,Hartford Whalers,HAR
malongr01,Quebec Nordiques,QUE
malonje01,Montreal Wanderers,MOW
malonje01,Quebec Bulldogs,QU1
malonjo01,Quebec Bulldogs,QU1
malonjo01,Montreal Canadiens,MTL
malonjo01,Hamilton Tigers,HAM
malonjo01,Quebec Bulldogs,QUB
malonph01,Chicago Blackhawks,CHI
malonph01,Toronto Maple Leafs,TOR
malonph01,Boston Bruins,BOS
malonph01,Chicago Black Hawks,CHI
malonry01,Tampa Bay Lightning,TBL
malonry01,Pittsburgh Penguins,PIT
malonsa01,Montreal Canadiens,MOC
malta01,Montreal Canadiens,MOC
maltast01,Columbus Blue Jackets,CBS
maltast01,Minnesota North Stars,MNS
maltast01,Detroit Red Wings,DET
maltast01,Tampa Bay Lightning,TBL
maltast01,Washington Capitals,WAS
maltbki01,Detroit Red Wings,DET
maltbki01,Edmonton Oilers,EDM
malutra01,Boston Bruins,BOS
manasto01,Montreal Canadiens,MTL
mancama01,Vancouver Canucks,VAN
mancama01,Buffalo Sabres,BUF
mancugu01,Montreal Canadiens,MTL
mancugu01,New York Rangers,NYR
mandeke01,Toronto Maple Leafs,TOR
mandeke01,Philadelphia Flyers,PHI
mandeke01,Pittsburgh Penguins,PIT
mandeke01,Edmonton Oilers,EDM
mandeke01,Carolina Hurricanes,CAR
mandeke01,Hartford Whalers,HAR
mandida01,Minnesota North Stars,MNS
manelge01,New York Islanders,NYI
manelmi01,Chicago Blackhawks,CHI
manelmi01,Chicago Black Hawks,CHI
manelmi01,Columbus Blue Jackets,CBS
manelmi01,Philadelphia Flyers,PHI
manelmi01,New York Rangers,NYR
manerkr01,Minnesota North Stars,MNS
manerkr01,Vancouver Canucks,VAN
manerkr01,Winnipeg Jets,WIN
manerkr01,Cleveland Barons,CLE
manerra01,Los Angeles Kings,LAK
manerra01,Detroit Red Wings,DET
manerra01,Atlanta Flames,ATF
maniace01,New York Rangers,NYR
maniace01,Minnesota North Stars,MNS
maniace01,Vancouver Canucks,VAN
maniace01,Toronto Maple Leafs,TOR
maniace01,Montreal Canadiens,MTL
manloer01,Boston Bruins,BOS
manloer01,New York Islanders,NYI
mannca01,Boston Bruins,BOS
mannca01,Nashville Predators,NAS
mannere01,Philadelphia Quakers,PHQ
mannere01,Pittsburgh Pirates,PIP
mannibr01,Philadelphia Flyers,PHI
mannipa01,Columbus Blue Jackets,CBS
mannipe01,Atlanta Thrashers,ATL
mannipe01,New York Islanders,NYI
mannipe01,Winnipeg Jets,WPG
mannja01,New York Rangers,NYR
mannji01,Pittsburgh Penguins,PIT
mannji01,Winnipeg Jets,WIN
mannji01,Quebec Nordiques,QUE
mannke01,Detroit Red Wings,DET
mannno01,Toronto Maple Leafs,TOR
mannobo01,Vancouver Canucks,VAN
mannobo01,Toronto Maple Leafs,TOR
mannobo01,Detroit Red Wings,DET
mansoda01,Phoenix Coyotes,PHO
mansoda01,Winnipeg Jets,WIN
mansoda01,Chicago Blackhawks,CHI
mansoda01,Toronto Maple Leafs,TOR
mansoda01,Montreal Canadiens,MTL
mansoda01,Dallas Stars,DAL
mansoda01,Edmonton Oilers,EDM
mansoda01,Chicago Black Hawks,CHI
mansoha01,Montreal Wanderers,MOW
mansoha01,Seattle Metropolitans,SEA
mansora01,New York Rangers,NYR
mansora01,Boston Bruins,BOS
manthge01,Montreal Canadiens,MTL
manthmo01,Pittsburgh Penguins,PIT
manthmo01,Winnipeg Jets,WIN
manthmo01,Edmonton Oilers,EDM
manthmo01,Minnesota North Stars,MNS
manthmo01,Philadelphia Flyers,PHI
manthsy01,Montreal Canadiens,MTL
manthsy01,Boston Bruins,BOS
mapleju01,New York Islanders,NYI
maracbu01,New York Rangers,NYR
maracno01,Atlanta Thrashers,ATL
maracno01,Detroit Red Wings,DET
marapa01,New York Rangers,NYR
marapa01,Tampa Bay Lightning,TBL
marapa01,Montreal Canadiens,MTL
marapa01,Anaheim Ducks,AND
marapa01,Boston Bruins,BOS
marapa01,Phoenix Coyotes,PHO
marape01,Denver Spurs/Ottawa Civics,DOT
marape01,Chicago Cougars,CHC
marcemi01,Toronto Maple Leafs,TOR
marcemi01,Minnesota North Stars,MNS
marchbr01,Toronto Maple Leafs,TOR
marchbr01,New York Islanders,NYI
marchbr02,Hartford Whalers,HAR
marchbr02,Chicago Black Hawks,CHI
marchbr02,Tampa Bay Lightning,TBL
marchbr02,Toronto Maple Leafs,TOR
marchbr02,Colorado Avalanche,COL
marchbr02,Chicago Blackhawks,CHI
marchbr02,San Jose Sharks,SJS
marchbr02,Edmonton Oilers,EDM
marchbr02,Calgary Flames,CAL
marchbr02,Winnipeg Jets,WIN
marchbr03,Boston Bruins,BOS
marchem01,Montreal Canadiens,MOC
marchem01,Toronto Ontarios/Shamrocks,TOO
marchem01,Toronto Ontarios,TOO
marchmu01,Chicago Blackhawks,CHI
marchmu01,Chicago Black Hawks,CHI
marchra01,Toronto Blueshirts,TBS
marchto01,New York Rangers,NYR
marchto01,Anaheim Ducks,AND
marchto01,Mighty Ducks of Anaheim,ANA
marchto01,Edmonton Oilers,EDM
marchto01,Columbus Blue Jackets,CBS
marcida01,New York Rangers,NYR
marcida01,New Jersey Devils,NJD
marcida01,Quebec Nordiques,QUE
marcodo01,Boston Bruins,BOS
marcolo01,Detroit Red Wings,DET
marhajo01,Mighty Ducks of Anaheim,ANA
marhajo01,Chicago Blackhawks,CHI
marhajo01,Chicago Black Hawks,CHI
marhajo01,Colorado Avalanche,COL
marinch01,New York Islanders,NYI
marinch01,Los Angeles Kings,LAK
marinhe01,New Jersey Devils,NJD
marinhe01,New York Islanders,NYI
mariofr01,Boston Bruins,BOS
mariujo01,Chicago Blackhawks,CHI
mariujo01,Chicago Black Hawks,CHI
marjama01,New York Islanders,NYI
markegu01,Detroit Red Wings,DET
markegu01,Toronto Maple Leafs,TOR
markegu01,Montreal Maroons,MTM
markegu01,Brooklyn Americans,BKN
markejo01,St. Louis Blues,STL
markejo01,Minnesota North Stars,MNS
markejo01,Winnipeg Jets,WIN
markgo01,New Jersey Devils,NJD
markgo01,Edmonton Oilers,EDM
markhra01,New York Rangers,NYR
markkju01,New York Rangers,NYR
markkju01,Edmonton Oilers,EDM
marklja01,Toronto Maple Leafs,TOR
markoan01,Montreal Canadiens,MTL
markoda01,Phoenix Coyotes,PHO
markoda01,Detroit Red Wings,DET
markoda01,Nashville Predators,NAS
markoda01,Carolina Hurricanes,CAR
markoda01,Toronto Maple Leafs,TOR
markoda01,Philadelphia Flyers,PHI
marksja01,Quebec Bulldogs,QU1
marksja01,Toronto Arenas,TOA
marksja01,Quebec Bulldogs,QUB
marksja01,Montreal Wanderers,MTW
marksja02,Florida Panthers,FLO
marksjo01,Chicago Black Hawks,CHI
marksjo01,Chicago Blackhawks,CHI
markwne01,Boston Bruins,BOS
markwne01,Calgary Flames,CAL
marlepa01,San Jose Sharks,SJS
maroida01,Boston Bruins,BOS
maroida01,Toronto Maple Leafs,TOR
maroida01,Dallas Stars,DAL
maroida01,New York Islanders,NYI
maroije01,Toronto Maple Leafs,TOR
maroije01,Chicago Black Hawks,CHI
maroije01,Chicago Blackhawks,CHI
maroima01,St. Louis Blues,STL
maroima01,Quebec Nordiques,QUE
maroima01,New York Rangers,NYR
maroima01,Winnipeg Jets,WIN
maroima01,Vancouver Canucks,VAN
maroopa01,Anaheim Ducks,AND
marotgi01,Indianapolis Racers,IND
marotgi01,Cincinnati Stingers,CIN
marotgi01,New York Rangers,NYR
marotgi01,Los Angeles Kings,LAK
marotgi01,Boston Bruins,BOS
marotgi01,Chicago Blackhawks,CHI
marotgi01,Chicago Black Hawks,CHI
marotgi01,St. Louis Blues,STL
marplst01,Portland Rosebuds,PO1
marplst01,Victoria Aristocrats,VA2
marquma01,Boston Bruins,BOS
marripe01,Birmingham Bulls,BIR
marripe01,Toronto Toros,TOT
marshbe01,New York Rangers,NYR
marshbe01,Detroit Red Wings,DET
marshbe01,New York Islanders,NYI
marshbe01,Oakland Seals,OAK
marshbe01,California Golden Seals,CLF
marshbr01,Ottawa Senators,OTT
marshbr01,Atlanta Flames,ATF
marshbr01,Philadelphia Flyers,PHI
marshbr01,Calgary Flames,CAL
marshbr01,Toronto Maple Leafs,TOR
marshbr01,Detroit Red Wings,DET
marshdo01,New York Rangers,NYR
marshdo01,Montreal Canadiens,MTL
marshdo01,Buffalo Sabres,BUF
marshdo01,Toronto Maple Leafs,TOR
marshga01,Detroit Red Wings,DET
marshga01,Toronto Maple Leafs,TOR
marshgr01,Columbus Blue Jackets,CBS
marshgr01,Dallas Stars,DAL
marshgr01,New Jersey Devils,NJD
marshja01,Washington Capitals,WAS
marshja01,St. Louis Blues,STL
marshja01,San Jose Sharks,SJS
marshja01,Mighty Ducks of Anaheim,ANA
marshja01,Minnesota Wild,MIN
marshja02,Toronto Blueshirts,TBS
marshja02,Montreal Wanderers,MOW
marshji01,Birmingham Bulls,BIR
marshke01,Philadelphia Flyers,PHI
marshpa01,Pittsburgh Penguins,PIT
marshpa01,Toronto Maple Leafs,TOR
marshpa01,Hartford Whalers,HAR
marshpe01,Chicago Blackhawks,CHI
marshpe01,Cincinnati Stingers,CIN
marshpe01,Winnipeg Jets,WIN
marshpe01,Chicago Black Hawks,CHI
marshwi01,Toronto Maple Leafs,TOR
marsomi01,Washington Capitals,WAS
marsomi01,Los Angeles Kings,LAK
marteto01,Mighty Ducks of Anaheim,ANA
martial01,Los Angeles Kings,LAK
marticl01,New York Rangers,NYR
marticl01,Chicago Black Hawks,CHI
marticl01,Detroit Red Wings,DET
marticl01,Boston Bruins,BOS
marticl01,Chicago Blackhawks,CHI
marticr01,Florida Panthers,FLO
marticr01,Winnipeg Jets,WIN
martida01,Edmonton Oilers,EDM
martido01,Detroit Red Wings,DET
martido01,Minnesota North Stars,MNS
martido01,Atlanta Flames,ATF
martifo01,Calgary Tigers,CAT
martifr01,Chicago Blackhawks,CHI
martifr01,Boston Bruins,BOS
martifr01,Chicago Black Hawks,CHI
martigr01,Vancouver Canucks,VAN
martigr01,Washington Capitals,WAS
martija01,Toronto Maple Leafs,TOR
martima01,Toronto Maple Leafs,TOR
martima02,New York Islanders,NYI
martipa01,New Jersey Devils,NJD
martipa01,Pittsburgh Penguins,PIT
martipi01,Boston Bruins,BOS
martipi01,Vancouver Canucks,VAN
martipi01,Chicago Blackhawks,CHI
martipi01,Detroit Red Wings,DET
martipi01,Chicago Black Hawks,CHI
martira01,New York Islanders,NYI
martira01,Columbus Blue Jackets,CBS
martiri01,Buffalo Sabres,BUF
martiri01,Los Angeles Kings,LAK
martiro01,New York Americans,NYA
martise01,St. Louis Blues,STL
martist01,Montreal Canadiens,MTL
martist01,Minnesota North Stars,MNS
martist01,Detroit Red Wings,DET
martist02,Tampa Bay Lightning,TBL
martist02,St. Louis Blues,STL
martist02,Ottawa Senators,OTT
martist02,New York Islanders,NYI
martist02,Hartford Whalers,HAR
martist02,Carolina Hurricanes,CAR
martite01,Toronto Maple Leafs,TOR
martite01,Minnesota North Stars,MNS
martite01,Buffalo Sabres,BUF
martite01,Edmonton Oilers,EDM
martite01,Quebec Nordiques,QUE
martito01,Toronto Toros,TOT
martito01,Toronto Maple Leafs,TOR
martito01,Ottawa Nationals,OTN
martito02,Hartford Whalers,HAR
martito02,Minnesota North Stars,MNS
martito02,Winnipeg Jets,WIN
marukde01,Minnesota North Stars,MNS
marukde01,Washington Capitals,WAS
marukde01,California Golden Seals,CLF
marukde01,Cleveland Barons,CLE
mashibr01,San Jose Sharks,SJS
masnipa01,Chicago Blackhawks,CHI
masnipa01,Montreal Canadiens,MTL
masnipa01,Toronto Maple Leafs,TOR
masnipa01,Chicago Black Hawks,CHI
masonbo01,Quebec Nordiques,QUE
masonbo01,Chicago Blackhawks,CHI
masonbo01,Chicago Black Hawks,CHI
masonbo01,Vancouver Canucks,VAN
masonbo01,Washington Capitals,WAS
masonch01,New York Rangers,NYR
masonch01,Chicago Blackhawks,CHI
masonch01,New York Americans,NYA
masonch01,Detroit Red Wings,DET
masonch01,Chicago Black Hawks,CHI
masonch02,Nashville Predators,NAS
masonch02,St. Louis Blues,STL
masonch02,Winnipeg Jets,WPG
masonch02,Atlanta Thrashers,ATL
masonst01,Columbus Blue Jackets,CBS
massege01,New York Americans,NYA
mastebi01,Minnesota North Stars,MNS
masteja01,St. Louis Blues,STL
mathefr01,Toronto Maple Leafs,TOR
mathidw01,Pittsburgh Penguins,PIT
mathiji01,Washington Capitals,WAS
mathima01,Boston Bruins,BOS
matsujo01,Carolina Hurricanes,CAR
matsujo01,Florida Panthers,FLO
mattech01,Colorado Avalanche,COL
mattech01,Minnesota Wild,MIN
mattejo01,Saskatoon Crescents,SAC
mattejo01,Vancouver Maroons,VMR
mattejo01,Hamilton Tigers,HAM
mattejo01,Montreal Canadiens,MTL
mattejo01,Vancouver Maroons,VAM
mattejo01,Boston Bruins,BOS
mattejo01,Toronto St. Patricks,TRS
mattejo02,Chicago Blackhawks,CHI
mattejo02,Chicago Black Hawks,CHI
mattejo02,Detroit Cougars,DTC
mattemi01,Minnesota Wild,MIN
mattest01,New York Rangers,NYR
mattest01,Calgary Flames,CAL
mattest01,St. Louis Blues,STL
mattest01,Chicago Blackhawks,CHI
mattest01,San Jose Sharks,SJS
mattest01,Chicago Black Hawks,CHI
mattest01,Florida Panthers,FLO
matthsh01,Florida Panthers,FLO
mattidi01,California Golden Seals,CLF
mattidi01,Pittsburgh Penguins,PIT
mattidi01,Oakland Seals,OAK
mattsma01,Minnesota North Stars,MNS
mattsma01,Quebec Nordiques,QUN
mattsma01,Los Angeles Kings,LAK
mattsma01,Winnipeg Jets,WIJ
mattsma01,Winnipeg Jets,WIN
matviri01,Minnesota North Stars,MNS
matviri01,Dallas Stars,DAL
matviri01,New Jersey Devils,NJD
matzjo01,Montreal Canadiens,MTL
matzjo01,Edmonton Eskimos,EDE
matzjo01,Vancouver Millionaires,VML
matzjo01,Saskatoon Crescents,SAC
mauldgr01,Colorado Avalanche,COL
mauldgr01,New York Islanders,NYI
mauldgr01,Columbus Blue Jackets,CBS
mavetla01,Indianapolis Racers,IND
mavetla01,Chicago Cougars,CHC
mavetla01,Denver Spurs/Ottawa Civics,DOT
mavetla01,Los Angeles Sharks,LAS
mavetla01,Philadelphia Blazers,PHB
mavetla01,Toronto Toros,TOT
maxnewa01,Boston Bruins,BOS
maxwebe01,Atlanta Thrashers,ATL
maxwebe01,Winnipeg Jets,WPG
maxwebe01,Montreal Canadiens,MTL
maxwebe01,Anaheim Ducks,AND
maxwebr01,Minnesota North Stars,MNS
maxwebr01,Quebec Nordiques,QUE
maxwebr01,Toronto Maple Leafs,TOR
maxwebr01,Vancouver Canucks,VAN
maxwebr01,New York Rangers,NYR
maxwebr02,Cleveland Crusaders,CLC
maxwebr02,St. Louis Blues,STL
maxwebr02,Pittsburgh Penguins,PIT
maxwebr02,Minnesota North Stars,MNS
maxwebr02,Cincinnati Stingers,CIN
maxwebr02,New England Whalers,NEW
maxwebr02,Winnipeg Jets,WIN
maxweke01,Colorado Rockies,COR
maxweke01,Minnesota North Stars,MNS
maxweke01,New Jersey Devils,NJD
maxwewa01,Toronto Maple Leafs,TOR
mayal01,Edmonton Oilers,EDM
mayal01,Washington Capitals,WAS
mayal01,Dallas Stars,DAL
mayal01,Calgary Flames,CAL
mayal01,Boston Bruins,BOS
maybr01,Detroit Red Wings,DET
maybr01,Vancouver Canucks,VAN
maybr01,Buffalo Sabres,BUF
maybr01,Phoenix Coyotes,PHO
maybr01,Anaheim Ducks,AND
maybr01,Toronto Maple Leafs,TOR
maybr01,Colorado Avalanche,COL
mayda01,St. Louis Blues,STL
mayerde01,Ottawa Senators,OTT
mayergi01,Toronto Maple Leafs,TOR
mayerja01,Chicago Blackhawks,CHI
mayerja01,Toronto Maple Leafs,TOR
mayerja01,Chicago Black Hawks,CHI
mayerja01,St. Louis Blues,STL
mayerja01,Calgary Flames,CAL
mayerja01,San Jose Sharks,SJS
mayerji01,New England Whalers,NEW
mayerji01,Calgary Cowboys,CAC
mayerji01,New York Rangers,NYR
mayerji01,Edmonton Oilers,EDO
mayerpa01,Pittsburgh Penguins,PIT
mayersh01,Toronto Maple Leafs,TOR
mayorma01,Columbus Blue Jackets,CBS
mazured01,Montreal Canadiens,MTL
mazured01,Chicago Black Hawks,CHI
mazured01,Chicago Blackhawks,CHI
mazurja01,Vancouver Canucks,VAN
mazurjo01,Houston Aeros,HOU
mcadaga01,Detroit Red Wings,DET
mcadaga01,New Jersey Devils,NJD
mcadaga01,Toronto Maple Leafs,TOR
mcadaga01,Calgary Flames,CAL
mcadaga01,Pittsburgh Penguins,PIT
mcadaga01,Washington Capitals,WAS
mcadaga01,Buffalo Sabres,BUF
mcadasa01,New York Rangers,NYR
mcallch01,Toronto Maple Leafs,TOR
mcallch01,Colorado Avalanche,COL
mcallch01,Philadelphia Flyers,PHI
mcallch01,New York Rangers,NYR
mcallch01,Vancouver Canucks,VAN
mcalpch01,Chicago Black Hawks,CHI
mcalpch01,Tampa Bay Lightning,TBL
mcalpch01,Atlanta Thrashers,ATL
mcalpch01,New Jersey Devils,NJD
mcalpch01,St. Louis Blues,STL
mcalpch01,Chicago Blackhawks,CHI
mcalpch01,Los Angeles Kings,LAK
mcammde01,Chicago Blackhawks,CHI
mcammde01,Calgary Flames,CAL
mcammde01,New Jersey Devils,NJD
mcammde01,Edmonton Oilers,EDM
mcammde01,Chicago Black Hawks,CHI
mcammde01,New York Islanders,NYI
mcammde01,St. Louis Blues,STL
mcammde01,Philadelphia Flyers,PHI
mcammde01,Ottawa Senators,OTT
mcammde01,Colorado Avalanche,COL
mcandha01,Brooklyn Americans,BKN
mcanebo01,Edmonton Oilers,EDO
mcanebo01,Alberta Oilers,ALB
mcanete01,California Golden Seals,CLF
mcanete01,Edmonton Oilers,EDO
mcardke01,Florida Panthers,FLO
mcardke01,Winnipeg Jets,WPG
mcateju01,Detroit Red Wings,DET
mcateno01,Boston Bruins,BOS
mcaulke01,New York Rangers,NYR
mcavoge01,Montreal Canadiens,MTL
mcbaian01,Ottawa Senators,OTT
mcbaian01,Pittsburgh Penguins,PIT
